Date,NOPAT
2008,7.340593433
2009,7.53845759
2010,10.141377737
2011,7.114340321
2012,6.529239168
2013,5.59363284
2014,6.067420862
2015,9.508722776
2016,9.641748287
2017,7.934829152
2018,5.929764084
2019,4.069635041
2020,6.046239825
2021,6.730806186
2022,6.038964967
