Duration,opc
2006,-5521018855.0
2007,20061876019.0
2008,-16454894285.0
2009,-11377850485.0
2010,-10043965591.0
2011,13910482758.0
2012,1526062852.0
2013,7945004556.0
2014,7528520348.0
2015,-161201108076.0
2016,25035969076.0
2017,32567406907.0
2018,113168549776.0
2019,17278512075.0
2020,5641933418.0
2021,30755371528.0
2022,-60038894293.0
