Date,Sales
2008,70138237847
2009,92730758030
2010,56706109585
2011,45813474287
2012,46138575104
2013,35770361804
2014,26578200494
2015,76668083828
2016,33842543258
2017,16138629804
2018,7766856804
2019,6531481478
2020,3743586811
2021,828017552
2022,286529778
