Duration,opc
2004,4319430985.0
2005,13916382814.0
2006,43568184888.0
2007,59738147041.0
2008,-1058400609.0
2009,74047396587.0
2010,40368908704.0
2011,68995977770.0
2012,24494985149.0
2013,46165974281.0
2014,14857517525.0
2015,70063303151.0
2016,48986470621.0
2017,33817863746.0
2018,16443696581.0
2019,-392293367.0
2020,58951176499.0
2021,-37095299074.0
2022,-67504909758.0
