Date,NOPAT
2008,45.788076614
2009,62.684032483
2010,46.704659519
2011,34.57588631
2012,47.331520677
2013,49.504557188
2014,54.988557831
2015,50.329460811
2016,52.051549892
2017,24.890033731
2018,31.939762133
2019,20.538154967
2020,15.449737044
2021,15.321056001
2022,204.021002773
