Duration,opc
2002,32036000000.0
2003,-290542000000.0
2004,68699000000.0
2005,-198965000000.0
2006,135989157474.0
2007,736150519306.0
2008,1370636769662.0
2009,523274074296.0
2010,485515049056.0
2011,1846584283418.0
2012,2410338649000.0
2013,1400131094803.0
2014,1151039827400.0
2015,1155885029814.0
2016,4311658493292.0
2017,1988183664915.0
2018,3588320092336.0
2019,3898749985785.0
2020,6339679033336.0
2021,5839693554727.0
2022,5053831756700.0
