Date,Sales
2008,16381839784482
2009,18404026239626
2010,20017303667573
2011,25370246866401
2012,24594303794410
2013,27027888726307
2014,32644656358895
2015,37959698756022
2016,39531468663944
2017,42658610841354
2018,23213536857725
2019,27716960152275
2020,29830400526824
2021,35657262545027
2022,44009527680911
