Date,Sales
2008,1296385276529
2009,425469260981
2010,803582900974
2011,731975449372
2012,897661999851
2013,994382766235
2014,1682089412800
2015,2207507028712
2016,1825681789441
2017,2220867660217
2018,2669728811975
2019,2853750666692
2020,1919268958670
2021,1888696538007
2022,2109064586562
