Date,NOPAT
2008,-75.898068543
2009,254.796855774
2010,118.079803886
2011,-183.246375076
2012,105.449677242
2013,120.325617913
2014,74.589952608
2015,56.804057945
2016,24.881339805
2017,109.18149584
2018,99.106482347
2019,80.03107629
2020,92.623742948
2021,154.339656532
2022,2.763158917
