Duration,opc
2006,-6987344710.0
2007,-35935921130.0
2008,60445661870.0
2009,101948181839.0
2010,-31867028280.0
2011,328924727287.0
2012,-103309317505.0
2013,-106414785037.0
2014,-12125689733.0
2015,-16807114942.0
2016,127937900373.0
2017,96480076970.0
2018,-22042017867.0
2019,41716926183.0
2020,264693439701.0
2021,-97377574746.0
2022,-103991567710.0
