Date,Sales
2008,322124914932
2009,706880575791
2010,752972159991
2011,482586262906
2012,479914808824
2013,418889757262
2014,330621604296
2015,723268186867
2016,1301579187148
2017,561394684029
2018,412289720236
2019,874759639628
2020,802233440162
2021,659132165812
2022,863283437600
