Date,NOPAT
2008,36.946834879
2009,90.170673171
2010,170.244111523
2011,114.588722644
2012,116.215748783
2013,35.884483119
2014,64.099309953
2015,73.187970699
2016,94.739146981
2017,44.832624172
2018,9.336661008
2019,29.860674215
2020,31.802656256
2021,48.112229057
2022,31.307103517
