Duration,opc
2004,-16549291171.0
2005,-21500118793.0
2006,-25483249381.0
2007,252964835447.0
2008,74677293040.0
2009,397043915361.0
2010,-287402039392.0
2011,404342480257.0
2012,-11752493630.0
2013,-47585204742.0
2014,-75684447985.0
2015,-46795416472.0
2016,527980625814.0
2017,99523469108.0
2018,28330261841.0
2019,31414580966.0
2020,153652242966.0
2021,-89357143801.0
2022,140998028775.0
