Duration,opc
2009,-5835312089.0
2010,-36304000193.0
2011,-29393491099.0
2012,-4519126030.0
2013,-27783681360.0
2014,-39497663880.0
2015,-10242618194.0
2016,8670115095.0
2017,8018468979.0
2018,15357666250.0
2019,6002210303.0
2020,23438294811.0
2021,17374216246.0
2022,-19363284285.0
