Date,Sales
2008,135830912717
2009,98427769084
2010,69705423832
2011,39759843326
2012,59688619945
2013,135351910982
2014,212462576724
2015,199645938184
2016,205653071545
2017,177435651074
2018,268088523133
2019,392202866866
2020,433688841186
2021,482091125467
2022,555279207586
