Date,Sales
2008,520374612211
2009,737191278002
2010,627584598569
2011,721064705178
2012,527289709257
2013,462129303452
2014,400993980248
2015,438218584954
2016,756718847537
2017,454662868361
2018,425825114027
2019,380084738835
2020,546027814672
2021,424655151551
2022,891727714396
