Duration,opc
2009,-3358306617.0
2010,95970942913.0
2011,63106367690.0
2012,36270176500.0
2013,-4537720073.0
2014,77682893393.0
2015,-76488697862.0
2016,84427968280.0
2017,164046155272.0
2018,-2342539582.0
2019,14763066762.0
2020,-22258879500.0
2021,60136759015.0
