Duration,opc
2007,2041536689.0
2008,-2365176533.0
2009,6883374868.0
2010,1932794526.0
2011,108343743.0
2012,-4495094620.0
2013,3035689242.0
2014,-15619351563.0
2015,2503519449.0
2016,-12572882463.0
2017,31338522061.0
2018,-36336902703.0
2019,-18860361011.0
2020,94922988395.0
2021,-26469332238.0
2022,-37830566431.0
