Date,NOPAT
2008,19.602076533
2009,16.491108627
2010,19.115288053
2011,8.799261419
2012,7.833637851
2013,8.560362791
2014,11.740591384
2015,27.854492801
2016,25.333839619
2017,31.651289084
2018,32.737299494
2019,17.983151949
2020,18.063410157
2021,13.255261535
2022,15.270804492
