Date,Sales
2008,570832762854
2009,398836761376
2010,547207708950
2011,561860232959
2012,470412641894
2013,529007997746
2014,578313886488
2015,1625503434382
2016,1270915045505
2017,1727448232207
2018,1645364259623
2019,1191475848323
2020,1078676867703
2021,1124991619475
2022,1481192077495
