Date,NOPAT
2008,5.951416219
2009,7.444360129
2010,7.822953733
2011,1.469894985
2012,2.848792459
2013,2.886935037
2014,3.791278109
2015,4.249476675
2016,6.14950482
2017,8.022968838
2018,6.069798364
2019,9.78022838
2020,8.418101478
2021,3.93528705
2022,10.082684182
