Date,Sales
2008,6419471413
2009,2399084528
2010,8289648725
2011,21291048897
2012,217638985
2013,6779941685
2014,5325169520
2015,51272727
2016,12585188336
2017,39259036912
2018,391887665624
2019,292431682085
2020,193721177920
2021,108946424476
2022,107303680260
