Duration,opc
2006,-10404784524.0
2007,11208611740.0
2008,-1066247583.0
2009,1047400571.0
2010,-2705915404.0
2011,2828777973.0
2012,-2550495828.0
2013,881679834.0
2014,-520758744.0
2015,-102275165.0
2016,2222039459.0
2017,-21909530629.0
2018,34194631726.0
2019,214594265312.0
2020,-158497599411.0
2021,-427841942976.0
2022,24918869402.0
