Date,NOPAT
2008,39.024783186
2009,61.308092388
2010,35.929432241
2011,-26.391624926
2012,17.618061855
2013,1.583601093
2014,5.245898745
2015,15.163171887
2016,5.736787212
2017,1.849676106
2018,1.533720934
2019,5.438352322
2020,32.007662084
2021,-25.814342327
2022,18.518469766
