Date,Sales
2008,498558364356
2009,699875687206
2010,663046944108
2011,496522501908
2012,421024944641
2013,526181313711
2014,503084692487
2015,571587427111
2016,415857634310
2017,589523890077
2018,721786347048
2019,454618643881
2020,540583876821
2021,544784597024
2022,884592998582
